id,from,subject,body,expected_priority
903,sender3@example.com,Monthly product highlights,Here is your monthly roundup of new features tips from the community and upcoming events.,LOW
904,sender4@example.com,You have new followers this week,Great news you gained 47 new followers this week. See who is following you and grow your network.,LOW
905,sender5@example.com,New article you might enjoy,We published a new post on productivity habits for developers. Thought you might find it interesting.,LOW
906,sender6@example.com,Upcoming webinar next Thursday,We are hosting a free webinar on machine learning basics next Thursday at 6pm. Register below.,LOW
907,sender7@example.com,Flash sale ends tonight,Last chance to grab our flash sale deals. Everything must go before midnight. Shop now and save big.,LOW
908,sender8@example.com,Your account summary for October,Here is a summary of your activity this month including logins feature usage and storage consumption.,LOW
909,sender9@example.com,We just launched something new,Excited to share that we just launched our new mobile app. Download it today and let us know what you think.,LOW
910,sender10@example.com,Top stories this morning,Good morning here are the top 5 stories you need to know today. From tech to business we have you covered.,LOW
911,sender11@example.com,5 tips to improve your workflow,In this week edition we share five simple habits that can dramatically improve your daily productivity.,LOW
912,sender12@example.com,Welcome to our community,Thank you for subscribing. We are thrilled to have you here. Expect weekly insights straight to your inbox.,LOW
913,sender13@example.com,Exclusive travel deals just for you,Book your next vacation at unbeatable prices. Flights hotels and packages all discounted this week only.,LOW
914,sender14@example.com,Version 3.2 is now available,We released a new version with bug fixes and performance improvements. Update now to get latest features.,LOW
915,sender15@example.com,Someone liked your post,Your recent post received 23 likes and 5 comments. Log in to see what people are saying.,LOW
916,sender16@example.com,Do not forget your workout today,Hey you have not logged a workout this week. Get back on track today. Your fitness goals are waiting.,LOW
917,sender17@example.com,New episode just dropped,Our latest episode is live. This week we talk about the future of remote work and how to thrive in it.,LOW
918,sender18@example.com,New collection just arrived,Our fall winter collection is here. Shop latest styles before they sell out. Free shipping over $50.,LOW
919,sender19@example.com,Your investment portfolio update,Here is your monthly portfolio summary. Markets have been volatile but your long term outlook remains positive.,LOW
920,sender20@example.com,Vote for the best project,Community voting for our annual hackathon is now open. Cast your vote and support your favorite team.,LOW
921,sender21@example.com,New arrivals just landed,Check out our latest collection. Fresh styles for every occasion. Free delivery on orders over $40 this week.,LOW
922,sender22@example.com,New shows added this week,We have added 15 new titles to our library this week including the new season of your favorite show.,LOW
923,sender23@example.com,Your cashback for this month,Great news you earned $12.50 in cashback this month. Keep using your card to earn more rewards.,LOW
924,sender24@example.com,Industry news this week,Here are the top stories from the industry this week. From funding rounds to product launches stay informed.,LOW
925,sender25@example.com,New level pack available,A new level pack has been added to the game. 20 new challenges await. Download the update and start playing.,LOW
926,sender26@example.com,You have unfinished books,You have 3 books in progress on your reading list. Pick up where you left off and keep your streak going.,LOW
927,sender27@example.com,You have points expiring soon,Just a heads up that 500 of your reward points expire at end of this month. Use them before they are gone.,LOW
928,sender28@example.com,Weekend weather forecast,Sunny skies expected this weekend with temperatures in the mid 70s. Great time to get outside.,LOW
929,sender29@example.com,Volunteer opportunity this Saturday,We are hosting a community cleanup this Saturday morning. If you would like to volunteer please sign up.,LOW
930,sender30@example.com,Recipe of the week,This week we are featuring a delicious one pot pasta recipe that takes only 20 minutes. Check it out.,LOW
931,sender31@example.com,New coffee machine in the kitchen,Just letting everyone know that a new coffee machine has been installed in the kitchen. Instruction card on counter.,LOW
932,sender32@example.com,Weekly trivia question is here,Can you answer this week trivia question? First person to reply correctly wins a $10 gift card.,LOW
933,sender33@example.com,Your flight summary for October,You flew 3 flights last month and earned 4500 miles. Your total balance is now 22000 miles. Happy travels.,LOW
934,sender34@example.com,Your photo memories from 3 years ago,We found some photos from this day 3 years ago. Take a look and relive the memories.,LOW
935,sender35@example.com,Thank you for being a member,We just hit 10000 members in our community. Thank you for being part of this journey. Here is a small gift.,LOW
936,sender36@example.com,Daily language lesson ready,Your Spanish lesson for today is ready. Practice for just 10 minutes a day and see amazing results.,LOW
937,sender37@example.com,New replies in your thread,Someone replied to your post in the community forum. Log in to continue the conversation.,LOW
938,sender38@example.com,Free delivery this weekend,Order from any restaurant this weekend and get free delivery. Use code FREEDELIVERY at checkout.,LOW
939,sender39@example.com,Upcoming exhibition next month,Thrilled to announce a new photography exhibition opening next month. Free entry on opening night.,LOW
940,sender40@example.com,Monthly spending insights,Your spending summary for October is ready. You spent less than last month. Keep up the great budgeting.,LOW
941,sender41@example.com,New playlist curated for you,Based on your listening history we created a new playlist just for you. Give it a listen.,LOW
942,sender42@example.com,Today only laptop deals,Shop our one day sale on laptops and accessories. Save up to 40% on top brands. Offer ends at midnight.,LOW
943,sender43@example.com,Your daily mindfulness reminder,Take a moment today to breathe and reset. Your 5 minute guided meditation is ready whenever you need it.,LOW
944,sender44@example.com,Weekly workout summary,You completed 4 workouts this week. Great job staying consistent. Here is your progress summary.,LOW
945,sender45@example.com,New books added to the collection,We have added over 200 new titles to our digital library this month. Browse the new arrivals.,LOW
946,sender46@example.com,Sharing an interesting article,Came across this article about microservices architecture and thought you might find it useful. Worth a read.,LOW
947,sender47@example.com,Upcoming season sale,Our biggest seasonal sale starts next week. Sign up now to get early access and exclusive member discounts.,LOW
948,sender48@example.com,Your referral bonus is ready,You earned a $25 referral bonus this month. Your friend signed up and made their first purchase. Thanks!,LOW
949,sender49@example.com,New feature spotlight,Check out our latest feature that lets you automate repetitive tasks. Watch the 2 minute demo video.,LOW
950,sender50@example.com,Community highlights this week,This week in our community we celebrated 3 project launches and welcomed 150 new members. Amazing week.,LOW
951,sender51@example.com,Podcast episode recommendation,Based on your interests we think you would love this episode on building remote teams. Give it a listen.,LOW
952,sender52@example.com,App update available,A minor update for our app is available. Includes small improvements and performance tweaks. Update now.,LOW
953,sender53@example.com,Your loyalty tier upgraded,Congratulations you have been upgraded to Gold tier. Enjoy exclusive benefits starting this month.,LOW
954,sender54@example.com,Newsletter issue 47 is here,This month we cover design trends funding news and interview a founder who bootstrapped to $10M. Enjoy.,LOW
955,sender55@example.com,Reminder to leave a review,Hope you are enjoying your purchase. If you have a moment we would love to hear your feedback. Leave a review.,LOW
956,sender56@example.com,Seasonal recipe collection,Fall is here and so are our favorite cozy recipes. From soups to pies we have you covered this season.,LOW
957,sender57@example.com,Your goals check in,How are your goals coming along this month? Take a moment to log your progress and celebrate small wins.,LOW
958,sender58@example.com,New tutorial published,We just published a step by step tutorial on building REST APIs with Python. Perfect for beginners.,LOW
959,sender59@example.com,Weekend reading list,Curated 5 articles we think are worth your time this weekend. From AI to design to personal finance.,LOW
960,sender60@example.com,Charity drive this month,We are donating 10% of all sales this month to local food banks. Thank you for being part of this mission.,LOW
961,sender61@example.com,Fun fact of the day,Did you know the first computer bug was an actual bug? A moth was found in a relay in 1947. Pretty cool.,LOW
962,sender62@example.com,Your weekly tech roundup is here,This week top AI tools new framework releases and a founder interview. Hope you enjoy this edition.,LOW
963,sender63@example.com,Huge discounts this weekend only,Do not miss our biggest sale of the year. Everything is half price this Saturday and Sunday.,LOW
964,sender64@example.com,Monthly product highlights,Here is your monthly roundup of new features tips from the community and upcoming events.,LOW
965,sender65@example.com,You have new followers this week,Great news you gained 47 new followers this week. See who is following you and grow your network.,LOW
966,sender66@example.com,New article you might enjoy,We published a new post on productivity habits for developers. Thought you might find it interesting.,LOW
967,sender67@example.com,Upcoming webinar next Thursday,We are hosting a free webinar on machine learning basics next Thursday at 6pm. Register below.,LOW
968,sender68@example.com,Flash sale ends tonight,Last chance to grab our flash sale deals. Everything must go before midnight. Shop now and save big.,LOW
969,sender69@example.com,Your account summary for October,Here is a summary of your activity this month including logins feature usage and storage consumption.,LOW
970,sender70@example.com,We just launched something new,Excited to share that we just launched our new mobile app. Download it today and let us know what you think.,LOW
971,sender71@example.com,Top stories this morning,Good morning here are the top 5 stories you need to know today. From tech to business we have you covered.,LOW
972,sender72@example.com,5 tips to improve your workflow,In this week edition we share five simple habits that can dramatically improve your daily productivity.,LOW
973,sender73@example.com,Welcome to our community,Thank you for subscribing. We are thrilled to have you here. Expect weekly insights straight to your inbox.,LOW
974,sender74@example.com,Exclusive travel deals just for you,Book your next vacation at unbeatable prices. Flights hotels and packages all discounted this week only.,LOW
975,sender75@example.com,Version 3.2 is now available,We released a new version with bug fixes and performance improvements. Update now to get latest features.,LOW
976,sender76@example.com,Someone liked your post,Your recent post received 23 likes and 5 comments. Log in to see what people are saying.,LOW
977,sender77@example.com,Do not forget your workout today,Hey you have not logged a workout this week. Get back on track today. Your fitness goals are waiting.,LOW
978,sender78@example.com,New episode just dropped,Our latest episode is live. This week we talk about the future of remote work and how to thrive in it.,LOW
979,sender79@example.com,New collection just arrived,Our fall winter collection is here. Shop latest styles before they sell out. Free shipping over $50.,LOW
980,sender80@example.com,Your investment portfolio update,Here is your monthly portfolio summary. Markets have been volatile but your long term outlook remains positive.,LOW
981,sender81@example.com,Vote for the best project,Community voting for our annual hackathon is now open. Cast your vote and support your favorite team.,LOW
982,sender82@example.com,New arrivals just landed,Check out our latest collection. Fresh styles for every occasion. Free delivery on orders over $40 this week.,LOW
983,sender83@example.com,New shows added this week,We have added 15 new titles to our library this week including the new season of your favorite show.,LOW
984,sender84@example.com,Your cashback for this month,Great news you earned $12.50 in cashback this month. Keep using your card to earn more rewards.,LOW
985,sender85@example.com,Industry news this week,Here are the top stories from the industry this week. From funding rounds to product launches stay informed.,LOW
986,sender86@example.com,New level pack available,A new level pack has been added to the game. 20 new challenges await. Download the update and start playing.,LOW
987,sender87@example.com,You have unfinished books,You have 3 books in progress on your reading list. Pick up where you left off and keep your streak going.,LOW
988,sender88@example.com,You have points expiring soon,Just a heads up that 500 of your reward points expire at end of this month. Use them before they are gone.,LOW
989,sender89@example.com,Weekend weather forecast,Sunny skies expected this weekend with temperatures in the mid 70s. Great time to get outside.,LOW
990,sender90@example.com,Volunteer opportunity this Saturday,We are hosting a community cleanup this Saturday morning. If you would like to volunteer please sign up.,LOW
991,sender91@example.com,Recipe of the week,This week we are featuring a delicious one pot pasta recipe that takes only 20 minutes. Check it out.,LOW
992,sender92@example.com,New coffee machine in the kitchen,Just letting everyone know that a new coffee machine has been installed in the kitchen. Instruction card on counter.,LOW
993,sender93@example.com,Weekly trivia question is here,Can you answer this week trivia question? First person to reply correctly wins a $10 gift card.,LOW
994,sender94@example.com,Your flight summary for October,You flew 3 flights last month and earned 4500 miles. Your total balance is now 22000 miles. Happy travels.,LOW
995,sender95@example.com,Your photo memories from 3 years ago,We found some photos from this day 3 years ago. Take a look and relive the memories.,LOW
996,sender96@example.com,Thank you for being a member,We just hit 10000 members in our community. Thank you for being part of this journey. Here is a small gift.,LOW
997,sender97@example.com,Daily language lesson ready,Your Spanish lesson for today is ready. Practice for just 10 minutes a day and see amazing results.,LOW
998,sender98@example.com,New replies in your thread,Someone replied to your post in the community forum. Log in to continue the conversation.,LOW
999,sender99@example.com,Free delivery this weekend,Order from any restaurant this weekend and get free delivery. Use code FREEDELIVERY at checkout.,LOW
1000,sender100@example.com,Upcoming exhibition next month,Thrilled to announce a new photography exhibition opening next month. Free entry on opening night.,LOW
1001,sender101@example.com,Monthly spending insights,Your spending summary for October is ready. You spent less than last month. Keep up the great budgeting.,LOW
1002,sender102@example.com,New playlist curated for you,Based on your listening history we created a new playlist just for you. Give it a listen.,LOW
1003,sender103@example.com,Today only laptop deals,Shop our one day sale on laptops and accessories. Save up to 40% on top brands. Offer ends at midnight.,LOW
1004,sender104@example.com,Your daily mindfulness reminder,Take a moment today to breathe and reset. Your 5 minute guided meditation is ready whenever you need it.,LOW
1005,sender105@example.com,Weekly workout summary,You completed 4 workouts this week. Great job staying consistent. Here is your progress summary.,LOW
1006,sender106@example.com,New books added to the collection,We have added over 200 new titles to our digital library this month. Browse the new arrivals.,LOW
1007,sender107@example.com,Sharing an interesting article,Came across this article about microservices architecture and thought you might find it useful. Worth a read.,LOW
1008,sender108@example.com,Upcoming season sale,Our biggest seasonal sale starts next week. Sign up now to get early access and exclusive member discounts.,LOW
1009,sender109@example.com,Your referral bonus is ready,You earned a $25 referral bonus this month. Your friend signed up and made their first purchase. Thanks!,LOW
1010,sender110@example.com,New feature spotlight,Check out our latest feature that lets you automate repetitive tasks. Watch the 2 minute demo video.,LOW
1011,sender111@example.com,Community highlights this week,This week in our community we celebrated 3 project launches and welcomed 150 new members. Amazing week.,LOW
1012,sender112@example.com,Podcast episode recommendation,Based on your interests we think you would love this episode on building remote teams. Give it a listen.,LOW
1013,sender113@example.com,App update available,A minor update for our app is available. Includes small improvements and performance tweaks. Update now.,LOW
1014,sender114@example.com,Your loyalty tier upgraded,Congratulations you have been upgraded to Gold tier. Enjoy exclusive benefits starting this month.,LOW
1015,sender115@example.com,Newsletter issue 47 is here,This month we cover design trends funding news and interview a founder who bootstrapped to $10M. Enjoy.,LOW
1016,sender116@example.com,Reminder to leave a review,Hope you are enjoying your purchase. If you have a moment we would love to hear your feedback. Leave a review.,LOW
1017,sender117@example.com,Seasonal recipe collection,Fall is here and so are our favorite cozy recipes. From soups to pies we have you covered this season.,LOW
1018,sender118@example.com,Your goals check in,How are your goals coming along this month? Take a moment to log your progress and celebrate small wins.,LOW
1019,sender119@example.com,New tutorial published,We just published a step by step tutorial on building REST APIs with Python. Perfect for beginners.,LOW
1020,sender120@example.com,Weekend reading list,Curated 5 articles we think are worth your time this weekend. From AI to design to personal finance.,LOW
1021,sender121@example.com,Charity drive this month,We are donating 10% of all sales this month to local food banks. Thank you for being part of this mission.,LOW
1022,sender122@example.com,Fun fact of the day,Did you know the first computer bug was an actual bug? A moth was found in a relay in 1947. Pretty cool.,LOW
1023,sender123@example.com,Your weekly tech roundup is here,This week top AI tools new framework releases and a founder interview. Hope you enjoy this edition.,LOW
1024,sender124@example.com,Huge discounts this weekend only,Do not miss our biggest sale of the year. Everything is half price this Saturday and Sunday.,LOW
1025,sender125@example.com,Monthly product highlights,Here is your monthly roundup of new features tips from the community and upcoming events.,LOW
1026,sender126@example.com,You have new followers this week,Great news you gained 47 new followers this week. See who is following you and grow your network.,LOW
1027,sender127@example.com,New article you might enjoy,We published a new post on productivity habits for developers. Thought you might find it interesting.,LOW
1028,sender128@example.com,Upcoming webinar next Thursday,We are hosting a free webinar on machine learning basics next Thursday at 6pm. Register below.,LOW
1029,sender129@example.com,Flash sale ends tonight,Last chance to grab our flash sale deals. Everything must go before midnight. Shop now and save big.,LOW
1030,sender130@example.com,Your account summary for October,Here is a summary of your activity this month including logins feature usage and storage consumption.,LOW
1031,sender131@example.com,We just launched something new,Excited to share that we just launched our new mobile app. Download it today and let us know what you think.,LOW
1032,sender132@example.com,Top stories this morning,Good morning here are the top 5 stories you need to know today. From tech to business we have you covered.,LOW
1033,sender133@example.com,5 tips to improve your workflow,In this week edition we share five simple habits that can dramatically improve your daily productivity.,LOW
1034,sender134@example.com,Welcome to our community,Thank you for subscribing. We are thrilled to have you here. Expect weekly insights straight to your inbox.,LOW
1035,sender135@example.com,Exclusive travel deals just for you,Book your next vacation at unbeatable prices. Flights hotels and packages all discounted this week only.,LOW
1036,sender136@example.com,Version 3.2 is now available,We released a new version with bug fixes and performance improvements. Update now to get latest features.,LOW
1037,sender137@example.com,Someone liked your post,Your recent post received 23 likes and 5 comments. Log in to see what people are saying.,LOW
1038,sender138@example.com,Do not forget your workout today,Hey you have not logged a workout this week. Get back on track today. Your fitness goals are waiting.,LOW
1039,sender139@example.com,New episode just dropped,Our latest episode is live. This week we talk about the future of remote work and how to thrive in it.,LOW
1040,sender140@example.com,New collection just arrived,Our fall winter collection is here. Shop latest styles before they sell out. Free shipping over $50.,LOW
1041,sender141@example.com,Your investment portfolio update,Here is your monthly portfolio summary. Markets have been volatile but your long term outlook remains positive.,LOW
1042,sender142@example.com,Vote for the best project,Community voting for our annual hackathon is now open. Cast your vote and support your favorite team.,LOW
1043,sender143@example.com,New arrivals just landed,Check out our latest collection. Fresh styles for every occasion. Free delivery on orders over $40 this week.,LOW
1044,sender144@example.com,New shows added this week,We have added 15 new titles to our library this week including the new season of your favorite show.,LOW
1045,sender145@example.com,Your cashback for this month,Great news you earned $12.50 in cashback this month. Keep using your card to earn more rewards.,LOW
1046,sender146@example.com,Industry news this week,Here are the top stories from the industry this week. From funding rounds to product launches stay informed.,LOW
1047,sender147@example.com,New level pack available,A new level pack has been added to the game. 20 new challenges await. Download the update and start playing.,LOW
1048,sender148@example.com,You have unfinished books,You have 3 books in progress on your reading list. Pick up where you left off and keep your streak going.,LOW
1049,sender149@example.com,You have points expiring soon,Just a heads up that 500 of your reward points expire at end of this month. Use them before they are gone.,LOW
1050,sender150@example.com,Weekend weather forecast,Sunny skies expected this weekend with temperatures in the mid 70s. Great time to get outside.,LOW
1051,sender151@example.com,Volunteer opportunity this Saturday,We are hosting a community cleanup this Saturday morning. If you would like to volunteer please sign up.,LOW
1052,sender152@example.com,Recipe of the week,This week we are featuring a delicious one pot pasta recipe that takes only 20 minutes. Check it out.,LOW
1053,sender153@example.com,New coffee machine in the kitchen,Just letting everyone know that a new coffee machine has been installed in the kitchen. Instruction card on counter.,LOW
1054,sender154@example.com,Weekly trivia question is here,Can you answer this week trivia question? First person to reply correctly wins a $10 gift card.,LOW
1055,sender155@example.com,Your flight summary for October,You flew 3 flights last month and earned 4500 miles. Your total balance is now 22000 miles. Happy travels.,LOW
1056,sender156@example.com,Your photo memories from 3 years ago,We found some photos from this day 3 years ago. Take a look and relive the memories.,LOW
1057,sender157@example.com,Thank you for being a member,We just hit 10000 members in our community. Thank you for being part of this journey. Here is a small gift.,LOW
1058,sender158@example.com,Daily language lesson ready,Your Spanish lesson for today is ready. Practice for just 10 minutes a day and see amazing results.,LOW
1059,sender159@example.com,New replies in your thread,Someone replied to your post in the community forum. Log in to continue the conversation.,LOW
1060,sender160@example.com,Free delivery this weekend,Order from any restaurant this weekend and get free delivery. Use code FREEDELIVERY at checkout.,LOW
1061,sender161@example.com,Upcoming exhibition next month,Thrilled to announce a new photography exhibition opening next month. Free entry on opening night.,LOW
1062,sender162@example.com,Monthly spending insights,Your spending summary for October is ready. You spent less than last month. Keep up the great budgeting.,LOW
1063,sender163@example.com,New playlist curated for you,Based on your listening history we created a new playlist just for you. Give it a listen.,LOW
1064,sender164@example.com,Today only laptop deals,Shop our one day sale on laptops and accessories. Save up to 40% on top brands. Offer ends at midnight.,LOW
1065,sender165@example.com,Your daily mindfulness reminder,Take a moment today to breathe and reset. Your 5 minute guided meditation is ready whenever you need it.,LOW
1066,sender166@example.com,Weekly workout summary,You completed 4 workouts this week. Great job staying consistent. Here is your progress summary.,LOW
1067,sender167@example.com,New books added to the collection,We have added over 200 new titles to our digital library this month. Browse the new arrivals.,LOW
1068,sender168@example.com,Sharing an interesting article,Came across this article about microservices architecture and thought you might find it useful. Worth a read.,LOW
1069,sender169@example.com,Upcoming season sale,Our biggest seasonal sale starts next week. Sign up now to get early access and exclusive member discounts.,LOW
1070,sender170@example.com,Your referral bonus is ready,You earned a $25 referral bonus this month. Your friend signed up and made their first purchase. Thanks!,LOW
1071,sender171@example.com,New feature spotlight,Check out our latest feature that lets you automate repetitive tasks. Watch the 2 minute demo video.,LOW
1072,sender172@example.com,Community highlights this week,This week in our community we celebrated 3 project launches and welcomed 150 new members. Amazing week.,LOW
1073,sender173@example.com,Podcast episode recommendation,Based on your interests we think you would love this episode on building remote teams. Give it a listen.,LOW
1074,sender174@example.com,App update available,A minor update for our app is available. Includes small improvements and performance tweaks. Update now.,LOW
1075,sender175@example.com,Your loyalty tier upgraded,Congratulations you have been upgraded to Gold tier. Enjoy exclusive benefits starting this month.,LOW
1076,sender176@example.com,Newsletter issue 47 is here,This month we cover design trends funding news and interview a founder who bootstrapped to $10M. Enjoy.,LOW
1077,sender177@example.com,Reminder to leave a review,Hope you are enjoying your purchase. If you have a moment we would love to hear your feedback. Leave a review.,LOW
1078,sender178@example.com,Seasonal recipe collection,Fall is here and so are our favorite cozy recipes. From soups to pies we have you covered this season.,LOW
1079,sender179@example.com,Your goals check in,How are your goals coming along this month? Take a moment to log your progress and celebrate small wins.,LOW
1080,sender180@example.com,New tutorial published,We just published a step by step tutorial on building REST APIs with Python. Perfect for beginners.,LOW
1081,sender181@example.com,Weekend reading list,Curated 5 articles we think are worth your time this weekend. From AI to design to personal finance.,LOW
1082,sender182@example.com,Charity drive this month,We are donating 10% of all sales this month to local food banks. Thank you for being part of this mission.,LOW
1083,sender183@example.com,Fun fact of the day,Did you know the first computer bug was an actual bug? A moth was found in a relay in 1947. Pretty cool.,LOW
1084,sender184@example.com,Your weekly tech roundup is here,This week top AI tools new framework releases and a founder interview. Hope you enjoy this edition.,LOW
1085,sender185@example.com,Huge discounts this weekend only,Do not miss our biggest sale of the year. Everything is half price this Saturday and Sunday.,LOW
1086,sender186@example.com,Monthly product highlights,Here is your monthly roundup of new features tips from the community and upcoming events.,LOW
1087,sender187@example.com,You have new followers this week,Great news you gained 47 new followers this week. See who is following you and grow your network.,LOW
1088,sender188@example.com,New article you might enjoy,We published a new post on productivity habits for developers. Thought you might find it interesting.,LOW
1089,sender189@example.com,Upcoming webinar next Thursday,We are hosting a free webinar on machine learning basics next Thursday at 6pm. Register below.,LOW
1090,sender190@example.com,Flash sale ends tonight,Last chance to grab our flash sale deals. Everything must go before midnight. Shop now and save big.,LOW
1091,sender191@example.com,Your account summary for October,Here is a summary of your activity this month including logins feature usage and storage consumption.,LOW
1092,sender192@example.com,We just launched something new,Excited to share that we just launched our new mobile app. Download it today and let us know what you think.,LOW
1093,sender193@example.com,Top stories this morning,Good morning here are the top 5 stories you need to know today. From tech to business we have you covered.,LOW
1094,sender194@example.com,5 tips to improve your workflow,In this week edition we share five simple habits that can dramatically improve your daily productivity.,LOW
1095,sender195@example.com,Welcome to our community,Thank you for subscribing. We are thrilled to have you here. Expect weekly insights straight to your inbox.,LOW
1096,sender196@example.com,Exclusive travel deals just for you,Book your next vacation at unbeatable prices. Flights hotels and packages all discounted this week only.,LOW
1097,sender197@example.com,Version 3.2 is now available,We released a new version with bug fixes and performance improvements. Update now to get latest features.,LOW
1098,sender198@example.com,Someone liked your post,Your recent post received 23 likes and 5 comments. Log in to see what people are saying.,LOW
1099,sender199@example.com,Do not forget your workout today,Hey you have not logged a workout this week. Get back on track today. Your fitness goals are waiting.,LOW
1100,sender200@example.com,New episode just dropped,Our latest episode is live. This week we talk about the future of remote work and how to thrive in it.,LOW
1101,sender201@example.com,New collection just arrived,Our fall winter collection is here. Shop latest styles before they sell out. Free shipping over $50.,LOW
1102,sender202@example.com,Your investment portfolio update,Here is your monthly portfolio summary. Markets have been volatile but your long term outlook remains positive.,LOW
1103,sender203@example.com,Vote for the best project,Community voting for our annual hackathon is now open. Cast your vote and support your favorite team.,LOW
1104,sender204@example.com,New arrivals just landed,Check out our latest collection. Fresh styles for every occasion. Free delivery on orders over $40 this week.,LOW
1105,sender205@example.com,New shows added this week,We have added 15 new titles to our library this week including the new season of your favorite show.,LOW
1106,sender206@example.com,Your cashback for this month,Great news you earned $12.50 in cashback this month. Keep using your card to earn more rewards.,LOW
1107,sender207@example.com,Industry news this week,Here are the top stories from the industry this week. From funding rounds to product launches stay informed.,LOW
1108,sender208@example.com,New level pack available,A new level pack has been added to the game. 20 new challenges await. Download the update and start playing.,LOW
1109,sender209@example.com,You have unfinished books,You have 3 books in progress on your reading list. Pick up where you left off and keep your streak going.,LOW
1110,sender210@example.com,You have points expiring soon,Just a heads up that 500 of your reward points expire at end of this month. Use them before they are gone.,LOW
1111,sender211@example.com,Weekend weather forecast,Sunny skies expected this weekend with temperatures in the mid 70s. Great time to get outside.,LOW
1112,sender212@example.com,Volunteer opportunity this Saturday,We are hosting a community cleanup this Saturday morning. If you would like to volunteer please sign up.,LOW
1113,sender213@example.com,Recipe of the week,This week we are featuring a delicious one pot pasta recipe that takes only 20 minutes. Check it out.,LOW
1114,sender214@example.com,New coffee machine in the kitchen,Just letting everyone know that a new coffee machine has been installed in the kitchen. Instruction card on counter.,LOW
1115,sender215@example.com,Weekly trivia question is here,Can you answer this week trivia question? First person to reply correctly wins a $10 gift card.,LOW
1116,sender216@example.com,Your flight summary for October,You flew 3 flights last month and earned 4500 miles. Your total balance is now 22000 miles. Happy travels.,LOW
1117,sender217@example.com,Your photo memories from 3 years ago,We found some photos from this day 3 years ago. Take a look and relive the memories.,LOW
1118,sender218@example.com,Thank you for being a member,We just hit 10000 members in our community. Thank you for being part of this journey. Here is a small gift.,LOW
1119,sender219@example.com,Daily language lesson ready,Your Spanish lesson for today is ready. Practice for just 10 minutes a day and see amazing results.,LOW
1120,sender220@example.com,New replies in your thread,Someone replied to your post in the community forum. Log in to continue the conversation.,LOW
1121,sender221@example.com,Free delivery this weekend,Order from any restaurant this weekend and get free delivery. Use code FREEDELIVERY at checkout.,LOW
1122,sender222@example.com,Upcoming exhibition next month,Thrilled to announce a new photography exhibition opening next month. Free entry on opening night.,LOW
1123,sender223@example.com,Monthly spending insights,Your spending summary for October is ready. You spent less than last month. Keep up the great budgeting.,LOW
1124,sender224@example.com,New playlist curated for you,Based on your listening history we created a new playlist just for you. Give it a listen.,LOW
1125,sender225@example.com,Today only laptop deals,Shop our one day sale on laptops and accessories. Save up to 40% on top brands. Offer ends at midnight.,LOW
1126,sender226@example.com,Your daily mindfulness reminder,Take a moment today to breathe and reset. Your 5 minute guided meditation is ready whenever you need it.,LOW
1127,sender227@example.com,Weekly workout summary,You completed 4 workouts this week. Great job staying consistent. Here is your progress summary.,LOW
1128,sender228@example.com,New books added to the collection,We have added over 200 new titles to our digital library this month. Browse the new arrivals.,LOW
1129,sender229@example.com,Sharing an interesting article,Came across this article about microservices architecture and thought you might find it useful. Worth a read.,LOW
1130,sender230@example.com,Upcoming season sale,Our biggest seasonal sale starts next week. Sign up now to get early access and exclusive member discounts.,LOW
1131,sender231@example.com,Your referral bonus is ready,You earned a $25 referral bonus this month. Your friend signed up and made their first purchase. Thanks!,LOW
1132,sender232@example.com,New feature spotlight,Check out our latest feature that lets you automate repetitive tasks. Watch the 2 minute demo video.,LOW
1133,sender233@example.com,Community highlights this week,This week in our community we celebrated 3 project launches and welcomed 150 new members. Amazing week.,LOW
1134,sender234@example.com,Podcast episode recommendation,Based on your interests we think you would love this episode on building remote teams. Give it a listen.,LOW
1135,sender235@example.com,App update available,A minor update for our app is available. Includes small improvements and performance tweaks. Update now.,LOW
1136,sender236@example.com,Your loyalty tier upgraded,Congratulations you have been upgraded to Gold tier. Enjoy exclusive benefits starting this month.,LOW
1137,sender237@example.com,Newsletter issue 47 is here,This month we cover design trends funding news and interview a founder who bootstrapped to $10M. Enjoy.,LOW
1138,sender238@example.com,Reminder to leave a review,Hope you are enjoying your purchase. If you have a moment we would love to hear your feedback. Leave a review.,LOW
1139,sender239@example.com,Seasonal recipe collection,Fall is here and so are our favorite cozy recipes. From soups to pies we have you covered this season.,LOW
1140,sender240@example.com,Your goals check in,How are your goals coming along this month? Take a moment to log your progress and celebrate small wins.,LOW
1141,sender241@example.com,New tutorial published,We just published a step by step tutorial on building REST APIs with Python. Perfect for beginners.,LOW
1142,sender242@example.com,Weekend reading list,Curated 5 articles we think are worth your time this weekend. From AI to design to personal finance.,LOW
1143,sender243@example.com,Charity drive this month,We are donating 10% of all sales this month to local food banks. Thank you for being part of this mission.,LOW
1144,sender244@example.com,Fun fact of the day,Did you know the first computer bug was an actual bug? A moth was found in a relay in 1947. Pretty cool.,LOW
1145,sender245@example.com,Your weekly tech roundup is here,This week top AI tools new framework releases and a founder interview. Hope you enjoy this edition.,LOW
1146,sender246@example.com,Huge discounts this weekend only,Do not miss our biggest sale of the year. Everything is half price this Saturday and Sunday.,LOW
1147,sender247@example.com,Monthly product highlights,Here is your monthly roundup of new features tips from the community and upcoming events.,LOW
1148,sender248@example.com,You have new followers this week,Great news you gained 47 new followers this week. See who is following you and grow your network.,LOW
